beer_link,rDev,user_rating,ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,ScoreClass,Style,URL,pDev,Flavor,Hoppiness,Maltiness,Fruitiness,Body,Sweetness,Sour,spicy,bitter,Aroma_None,Aroma_caramel,Aroma_floral,Aroma_fruit,Custom Flavor_None,Custom Flavor_banana,Custom Flavor_brown sugar,Custom Flavor_burnt,Custom Flavor_caramel,Custom Flavor_chocolate,Custom Flavor_earthy,Custom Flavor_herbal,Custom Flavor_pumpkin,Custom Flavor_roasted,Custom Flavor_smoke,Custom Flavor_toasted,Custom Flavor_wheat,Color_amber,Color_black,Color_dark ,Color_gold,Color_pale
https://www.beeradvocate.com/beer/profile/18539/52823/,2.3,3.81,8.0,Winter,Devils Backbone Brewing Company,3.95,https://cdn.beeradvocate.com/im/beers/52823.jpg,"Virginia, United States",Danzig Baltic Porter,9424.0,152,44,3.9,Very Good,Baltic Porter,https://www.beeradvocate.com/beer/profile/18539/52823/,8.97,3,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/132/353/,22.8,2.98,5.6,Year-round,Rogue Ales,4.12,https://cdn.beeradvocate.com/im/beers/353.jpg,"Oregon, United States",Mocha Porter,9754.0,2912,1369,3.86,Very Good,American Porter,https://www.beeradvocate.com/beer/profile/132/353/,11.66,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/877/45831/,0.5,3.95,6.7,Rotating,River Horse Brewing Co.,0.0,https://cdn.beeradvocate.com/im/beers/45831.jpg,"New Jersey, United States",River Horse Oatmeal Milk Stout,6437.0,488,156,3.93,Very Good,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/877/45831/,10.43,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/26932/77876/,12.6,3.25,5.5,Year-round,Golden Road Brewing,0.0,https://cdn.beeradvocate.com/im/beers/77876.jpg,"California, United States",Get Up Offa That Brown,26833.0,234,43,3.72,Good,American Brown Ale,https://www.beeradvocate.com/beer/profile/26932/77876/,9.95,2,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/119/292158/,22.7,3.1,5.6,Rotating,Otter Creek Brewing,0.0,https://cdn.beeradvocate.com/im/beers/292158.jpg,"Vermont, United States",Drip Drop Coffee Stout,7142.0,65,14,4.01,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/119/292158/,7.48,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/256/5045/,16.4,3.2,6.3,Year-round,Lost Coast Brewery and Cafe,0.0,https://cdn.beeradvocate.com/im/beers/5045.jpg,"California, United States",8 Ball Stout,12578.0,1097,554,3.83,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/256/5045/,11.75,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/66/232288/,23.0,2.92,6.7,Spring,Einbecker Brauhaus AG,0.0,https://cdn.beeradvocate.com/im/beers/232288.jpg,Germany,Einbecker Ainpöckisch Bier 1378,22058.0,37,12,3.79,Very Good,Maibock / Helles Bock,https://www.beeradvocate.com/beer/profile/66/232288/,12.14,2,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/1199/130400/,19.5,3.05,4.5,Year-round,Founders Brewing Company,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Michigan, United States",Founders Nitro Oatmeal Stout,17705.0,389,32,3.79,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/1199/130400/,9.76,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/95/280/,0,3.28,5.2,Year-round,LÃ¶wenbrÃ¤u AG,3.43,https://cdn.beeradvocate.com/im/beers/280.jpg,Germany,LÃ¶wenbrÃ¤u Original,44197.0,863,396,3.28,Okay,Munich Helles Lager,https://www.beeradvocate.com/beer/profile/95/280/,17.07,2,2,2,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/31987/95930/,28.1,2.89,5.8,Year-round,Modern Times Beer,0.0,https://cdn.beeradvocate.com/im/beers/95930.jpg,"California, United States",Black House,3468.0,1143,185,4.02,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/31987/95930/,8.46,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/73/8350/,3.3,3.78,5.4,Winter,Great Lakes Brewing Co.,4.1,https://cdn.beeradvocate.com/im/beers/8350.jpg,"Ohio, United States",Ohio City Oatmeal Stout,7451.0,410,110,3.91,Very Good,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/73/8350/,8.95,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/360/12451/,17.2,2.84,5.9,Year-round,Warsteiner Brauerei,0.0,https://cdn.beeradvocate.com/im/beers/12451.jpg,Germany,Warsteiner Premium Oktoberfest,42845.0,683,261,3.43,Okay,MÃ¤rzen / Oktoberfest,https://www.beeradvocate.com/beer/profile/360/12451/,14.87,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/76/31425/,19.4,2.99,5.5,Year-round,Hacker-Pschorr BrÃ¤u GmbH,3.97,https://cdn.beeradvocate.com/im/beers/31425.jpg,Germany,Hacker-Pschorr MÃ¼nchner Gold,28374.0,576,247,3.71,Good,Munich Helles Lager,https://www.beeradvocate.com/beer/profile/76/31425/,12.13,2,2,2,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/694/3677/,8.1,3.42,5.0,Year-round,TrÃ¶egs Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/3677.jpg,"Pennsylvania, United States",TrÃ¶egs Rugged Trail Nut Brown Ale,26819.0,559,441,3.72,Good,English Brown Ale,https://www.beeradvocate.com/beer/profile/694/3677/,11.29,2,1,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/98/293576/,20.3,2.83,4.7,Rotating,Harpoon Brewery & Beer Hall,0.0,https://cdn.beeradvocate.com/im/beers/293576.jpg,"Massachusetts, United States",House Golden Crisp & Light-Bodied Ale,36474.0,39,10,3.55,Good,American Blonde Ale,https://www.beeradvocate.com/beer/profile/98/293576/,11.55,2,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
