beer_link,rDev,user_rating,ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,ScoreClass,Style,URL,pDev,Flavor,Hoppiness,Maltiness,Fruitiness,Body,Sweetness,Sour,spicy,bitter,Aroma_None,Aroma_caramel,Aroma_floral,Aroma_fruit,Custom Flavor_None,Custom Flavor_banana,Custom Flavor_brown sugar,Custom Flavor_burnt,Custom Flavor_caramel,Custom Flavor_chocolate,Custom Flavor_earthy,Custom Flavor_herbal,Custom Flavor_pumpkin,Custom Flavor_roasted,Custom Flavor_smoke,Custom Flavor_toasted,Custom Flavor_wheat,Color_amber,Color_black,Color_dark ,Color_gold,Color_pale
https://www.beeradvocate.com/beer/profile/30/62449/,16.2,4.74,16.9,Fall,Avery Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/62449.jpg,"Colorado, United States",Rumpkin,2417.0,1431,320,4.08,Exceptional,Pumpkin Ale,https://www.beeradvocate.com/beer/profile/30/62449/,13.24,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/24300/90473/,10.5,4.63,11.5,Rotating,Evil Twin Brewing,0.0,https://cdn.beeradvocate.com/im/beers/90473.jpg,"New York, United States",Imperial Doughnut Break,1201.0,1602,208,4.19,Exceptional,American Porter,https://www.beeradvocate.com/beer/profile/24300/90473/,8.11,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/63/34420/,2.9,4.6,12.2,Winter,Deschutes Brewery,4.13,https://cdn.beeradvocate.com/im/beers/34420.jpg,"Oregon, United States",The Abyss,134.0,7245,1996,4.47,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/63/34420/,9.4,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/30356/94350/,2.0,4.59,13.0,Rotating,Prairie Artisan Ales,0.0,https://cdn.beeradvocate.com/im/beers/94350.jpg,"Oklahoma, United States",Bomb!,99.0,6135,973,4.5,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/30356/94350/,8.22,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/24300/84140/,10.1,4.59,11.5,Rotating,Evil Twin Brewing,0.0,https://cdn.beeradvocate.com/im/beers/84140.jpg,"New York, United States",Lil' B,1385.0,1297,229,4.17,Exceptional,American Porter,https://www.beeradvocate.com/beer/profile/24300/84140/,9.35,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/1432/132105/,2.7,4.59,11.0,Rotating,Jackie O's Pub & Brewery,4.25,https://cdn.beeradvocate.com/im/beers/132105.jpg,"Ohio, United States",Bourbon Barrel Black Maple,174.0,1028,122,4.47,Outstanding,American Porter,https://www.beeradvocate.com/beer/profile/1432/132105/,7.61,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/17980/117177/,0,4.58,8.0,Rotating,Lawson's Finest Liquids,0.0,https://cdn.beeradvocate.com/im/beers/117177.jpg,"Vermont, United States",Sip Of Sunshine IPA,42.0,5132,667,4.58,World-Class,American Double / Imperial IPA,https://www.beeradvocate.com/beer/profile/17980/117177/,6.99,3,3,3,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/208/646/,5.6,4.54,9.5,Year-round,Brouwerij Westmalle,4.86,https://cdn.beeradvocate.com/im/beers/646.jpg,Belgium,Westmalle Trappist Tripel,524.0,4605,1765,4.3,Outstanding,Tripel,https://www.beeradvocate.com/beer/profile/208/646/,10.0,2,1,3,1,1,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/392/89345/,4.4,4.53,12.7,Spring,Weyerbacher Brewing Co.,0.0,https://cdn.beeradvocate.com/im/beers/89345.jpg,"Pennsylvania, United States",Sunday Morning Stout,387.0,2072,418,4.34,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/392/89345/,7.37,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/259/1708/,1.1,4.51,10.0,Year-round,Brouwerij St. Bernardus NV,4.48,https://cdn.beeradvocate.com/im/beers/1708.jpg,Belgium,St. Bernardus Abt 12,150.0,9665,2824,4.46,Outstanding,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/259/1708/,9.19,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/31995/114389/,14.2,4.5,9.8,Winter,Rhinegeist Brewery,0.0,https://cdn.beeradvocate.com/im/beers/114389.jpg,"Ohio, United States",Mastodon,11016.0,51,11,3.94,Very Good,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/31995/114389/,7.11,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/1141/10325/,2.0,4.5,9.5,Rotating,Brasserie Dieu du Ciel!,4.97,https://cdn.beeradvocate.com/im/beers/10325.jpg,"Quebec, Canada",P̩ch̩ Mortel,220.0,5191,1851,4.41,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1141/10325/,8.39,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/826/34084/,8.2,4.5,10.5,Year-round,Brasserie de l'Abbaye du Val-Dieu,0.0,https://cdn.beeradvocate.com/im/beers/34084.jpg,Belgium,Val-Dieu Grand Cru,1773.0,383,163,4.16,Exceptional,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/826/34084/,11.06,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/48/71973/,8.5,4.49,10.7,Year-round,Brouwerij Van Steenberge N.V.,0.0,https://cdn.beeradvocate.com/im/beers/71973.jpg,Belgium,Gulden Draak 9000 Quadruple,1685.0,1292,274,4.14,Exceptional,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/48/71973/,10.63,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/1199/11757/,0.4,4.49,8.3,Rotating,Founders Brewing Company,4.75,https://cdn.beeradvocate.com/im/beers/11757.jpg,"Michigan, United States",Founders Breakfast Stout,87.0,16863,3880,4.51,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1199/11757/,9.09,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/396/75218/,0.2,4.49,12.0,Rotating,AleSmith Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/75218.jpg,"California, United States",AleSmith Speedway Stout - Vietnamese Coffee,115.0,1836,170,4.5,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/396/75218/,6.67,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/1432/254269/,3.5,4.49,11.0,Winter,Jackie O's Pub & Brewery,0.0,https://cdn.beeradvocate.com/im/beers/254269.jpg,"Ohio, United States",Bourbon Barrel Vanilla Black Maple,1577.0,84,20,4.34,Outstanding,American Porter,https://www.beeradvocate.com/beer/profile/1432/254269/,7.83,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/1199/64550/,4.0,4.46,9.0,Rotating,Founders Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/64550.jpg,"Michigan, United States",Founders Sumatra Mountain Brown,604.0,1571,385,4.29,Outstanding,American Brown Ale,https://www.beeradvocate.com/beer/profile/1199/64550/,7.23,2,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/29599/121568/,5.7,4.45,6.7,Year-round,JAFB Wooster Brewery,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Ohio, United States",Wooster New Stout,9205.0,17,5,4.21,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/29599/121568/,5.94,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/42/51619/,8.3,4.43,10.0,Rotating,Brewery Ommegang,4.15,https://cdn.beeradvocate.com/im/beers/51619.jpg,"New York, United States",Ommegang Adoration Ale,2328.0,1133,367,4.09,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/42/51619/,11.74,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/1037/71597/,8.3,4.43,,Rotating,Barley's Brewing Company,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Ohio, United States",Barley's Infinity Belgian Grand Cru,11821.0,18,3,4.09,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/1037/71597/,9.54,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/147/96528/,7.5,4.43,13.0,Rotating,Stone Brewing,4.03,https://cdn.beeradvocate.com/im/beers/96528.jpg,"California, United States",Drew Curtis / Wil Wheaton / Greg Koch Stone Farking Wheaton W00tstout,1854.0,2171,404,4.12,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/147/96528/,9.71,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/26/174523/,2.8,4.42,7.7,Rotating,3 Floyds Brewing Co.,0.0,https://cdn.beeradvocate.com/im/beers/174523.jpg,"Indiana, United States",Wigsplitter,673.0,604,112,4.3,Outstanding,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/26/174523/,7.44,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/199/48505/,0.7,4.42,10.0,Rotating,Ballast Point Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/48505.jpg,"California, United States",Victory At Sea Imperial Porter with Coffee & Vanilla,252.0,6969,1452,4.39,Outstanding,American Porter,https://www.beeradvocate.com/beer/profile/199/48505/,8.66,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/147/128500/,1.6,4.41,8.1,Rotating,Stone Brewing,4.74,https://cdn.beeradvocate.com/im/beers/128500.jpg,"California, United States",Chris Banker / Insurgente / Stone Xocoveza,373.0,3969,693,4.34,Outstanding,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/147/128500/,9.22,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/3521/286012/,7.6,4.4,9.0,Limited(brewedonce),De Proefbrouwerij (bvba Andelot),0.0,https://cdn.beeradvocate.com/im/beers/286012.jpg,Belgium,Abtsolution,5195.0,63,21,4.09,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/3521/286012/,6.85,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/10796/104121/,6.0,4.4,10.0,Rotating,Flying Monkeys Craft Brewery,0.0,https://cdn.beeradvocate.com/im/beers/104121.jpg,"Ontario, Canada",Flying Monkeys The Chocolate Manifesto,1864.0,413,68,4.15,Exceptional,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/10796/104121/,11.33,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/63/60330/,2.1,4.35,6.4,Year-round,Deschutes Brewery,4.34,https://cdn.beeradvocate.com/im/beers/60330.jpg,"Oregon, United States",Fresh Squeezed IPA,714.0,5150,733,4.26,Outstanding,American IPA,https://www.beeradvocate.com/beer/profile/63/60330/,9.15,2,3,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/193/615/,7.4,4.35,5.8,Year-round,Anderson Valley Brewing Company,4.53,https://cdn.beeradvocate.com/im/beers/615.jpg,"California, United States",Barney Flats Oatmeal Stout,2821.0,2597,1002,4.05,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/193/615/,11.36,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/1432/41017/,3.6,4.35,6.5,Rotating,Jackie O's Pub & Brewery,0.0,https://cdn.beeradvocate.com/im/beers/41017.jpg,"Ohio, United States",Java The Stout,1642.0,241,58,4.2,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/1432/41017/,8.81,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/215/2512/,1.2,4.35,9.0,Year-round,Bi̬res de Chimay,4.0,https://cdn.beeradvocate.com/im/beers/2512.jpg,Belgium,Chimay Grande R̩serve (Blue),516.0,7868,2388,4.3,Outstanding,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/215/2512/,10.47,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/429/36532/,4.8,4.35,9.8,Rotating,Alaskan Brewing Co.,4.08,https://cdn.beeradvocate.com/im/beers/36532.jpg,"Alaska, United States",Alaskan Baltic Porter (Pilot Series),1909.0,379,223,4.15,Exceptional,Baltic Porter,https://www.beeradvocate.com/beer/profile/429/36532/,11.57,3,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/31042/138189/,1.4,4.35,8.5,Rotating,18th Street Brewery,0.0,https://cdn.beeradvocate.com/im/beers/138189.jpg,"Indiana, United States",Hunter Vanilla,798.0,413,52,4.29,Outstanding,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/31042/138189/,7.46,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/22893/73618/,0.5,4.35,11.8,Rotating,Epic Brewing Company,4.33,https://cdn.beeradvocate.com/im/beers/73618.jpg,"Utah, United States",Big Bad Baptist,300.0,3812,644,4.37,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/22893/73618/,8.47,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/252/808/,2.4,4.35,5.3,Year-round,Bayerische Staatsbrauerei Weihenstephan,4.73,https://cdn.beeradvocate.com/im/beers/808.jpg,Germany,Weihenstephaner Hefeweissbier Dunkel,786.0,3042,1130,4.25,Outstanding,Dunkelweizen,https://www.beeradvocate.com/beer/profile/252/808/,10.12,2,0,2,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
